,name,gene_reaction_rule,subunit_num,subunit_mw
MLDCP1App_num2,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b1990,1,34.410663500000055
MLDCP1App_num3,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b0925,1,67.81168420000026
MLDCP1App_num4,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b1113,1,34.63550940000007
MLDCP1App_num5,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",b0819,1 ,33.32487970000003
EAR160y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0),b1288,4,27.86363610000001
EAR100y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0),b1288,4,27.86363610000001
3OAR141,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),b1093,4,25.56001369999998
3OAR161,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),b1093,4,25.56001369999998
3HAD141_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),b0954,2,18.9688386
3HAD141_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),b0180,6 ,17.03275699999999
EAR121x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1),b1288,4,27.86363610000001
PSD140,Phosphatidylserine decarboxylase (n-C14:0),b4160,1,35.93397080000004
MICITDr,2-methylisocitrate dehydratase,b0118,2,93.49701500000066
CDAPPA181,CDP-Diacylglycerol pyrophostatase (n-C18:1),b3918,1,28.450435500000026
PGSA140,Phosphatidylglycerol synthase (n-C14:0),b1912,1,20.7003721
LPLIPAL1A141pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)",b0494,4,23.621871499999994
LPLIPAL1A180pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)",b0494,4,23.621871499999994
LPLIPAL1E140pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)",b0494,4,23.621871499999994
LPLIPAL1E161pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)",b0494,4,23.621871499999994
LPLIPAL1G140pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",b0494,4,23.621871499999994
ACONTa_num1,"Aconitase (half-reaction A, Citrate hydro-lyase)",b0118,2,93.49701500000066
ACONTa_num2,"Aconitase (half-reaction A, Citrate hydro-lyase)",b1276,2 ,97.67606830000057
MLDCP2App_num1,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b0925,1,67.81168420000026
MLDCP2App_num2,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b1678,1,36.081901700000046
MLDCP2App_num3,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b1113,1,34.63550940000007
MLDCP2App_num4,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b0819,1,33.32487970000003
MLDCP2App_num5,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",b1990,1 ,34.410663500000055
PGPP120pp_num1,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",b0418,1,19.4178997
PGPP120pp_num2,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",b1278,1 ,29.020883700000027
PGPP181pp_num1,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",b0418,1,19.4178997
PGPP181pp_num2,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",b1278,1 ,29.020883700000027
PGSA181,Phosphatidylglycerol synthase (n-C18:1),b1912,1,20.7003721
PGPP140_num1,Phosphatidylglycerol phosphate phosphatase (n-C14:0),b0418,1,19.4178997
PGPP140_num2,Phosphatidylglycerol phosphate phosphatase (n-C14:0),b1278,1 ,29.020883700000027
PGPP141_num1,Phosphatidylglycerol phosphate phosphatase (n-C14:1),b0418,1,19.4178997
PGPP141_num2,Phosphatidylglycerol phosphate phosphatase (n-C14:1),b1278,1 ,29.020883700000027
MDDCP5pp_num1,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b2430,1,47.75181680000006
MDDCP5pp_num2,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b0839,2,43.608376400000054
MDDCP5pp_num3,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b0632,2,44.44343770000003
MDDCP5pp_num4,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b3182,1,51.79771050000005
MDDCP5pp_num5,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b2010,1,43.345534500000035
MDDCP5pp_num6,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",b0376,1 ,41.84855800000002
MLTGY3pp_num1,Murein lytic transglycosylase (murein3p3p) (periplasm),b0211,1,49.4169030000001
MLTGY3pp_num2,Murein lytic transglycosylase (murein3p3p) (periplasm),b2963,1,40.11201510000002
MLTGY3pp_num3,Murein lytic transglycosylase (murein3p3p) (periplasm),b2701,1,40.255253200000006
MLTGY3pp_num4,Murein lytic transglycosylase (murein3p3p) (periplasm),b4392,1,73.35229710000033
MLTGY3pp_num5,Murein lytic transglycosylase (murein3p3p) (periplasm),b2813,1,40.41012130000003
MLTGY3pp_num6,Murein lytic transglycosylase (murein3p3p) (periplasm),b1193,1,22.226285800000003
MLTGY3pp_num7,Murein lytic transglycosylase (murein3p3p) (periplasm),b2558,1,58.30140890000013
MLTGY3pp_num8,Murein lytic transglycosylase (murein3p3p) (periplasm),b1097,1 ,38.24693270000001
G3PAT180,Glycerol-3-phosphate acyltransferase (C18:0),b1094 and b4041,1 and 1 ,8.639416499999992 and 91.38036490000037
AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),b3018,1,27.452833700000017
PGSA160,Phosphatidylglycerol synthase (n-C16:0),b1912,1,20.7003721
MLDCP2Bpp_num1,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b1678,1,36.081901700000046
MLDCP2Bpp_num2,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b0819,1,33.32487970000003
MLDCP2Bpp_num3,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b1113,1,34.63550940000007
MLDCP2Bpp_num4,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b1990,1,34.410663500000055
MLDCP2Bpp_num5,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",b0925,1 ,67.81168420000026
3OAS140_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),b2323,2,42.61287280000006
3OAS140_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),b1095,2 ,43.04528340000006
3OAR140,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),b1093,4,25.56001369999998
3OAR160,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),b1093,4,25.56001369999998
PGSA161,Phosphatidylglycerol synthase (n-C16:1),b1912,1,20.7003721
3HAD181_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),b0954,2,18.9688386
3HAD181_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),b0180,6 ,17.03275699999999
PGPP160_num1,Phosphatidylglycerol phosphate phosphatase (n-C16:0),b0418,1,19.4178997
PGPP160_num2,Phosphatidylglycerol phosphate phosphatase (n-C16:0),b1278,1 ,29.020883700000027
PGPP180_num1,Phosphatidylglycerol phosphate phosphatase (n-C18:0),b0418,1,19.4178997
PGPP180_num2,Phosphatidylglycerol phosphate phosphatase (n-C18:0),b1278,1 ,29.020883700000027
PGPP161_num1,Phosphatidylglycerol phosphate phosphatase (n-C16:1),b0418,1,19.4178997
PGPP161_num2,Phosphatidylglycerol phosphate phosphatase (n-C16:1),b1278,1 ,29.020883700000027
PGPP181_num1,Phosphatidylglycerol phosphate phosphatase (n-C18:1),b1278,1,29.020883700000027
PGPP181_num2,Phosphatidylglycerol phosphate phosphatase (n-C18:1),b0418,1 ,19.4178997
CDAPPA180,CDP-Diacylglycerol pyrophostatase (n-C18:0),b3918,1,28.450435500000026
NTP12,Nucleoside-triphosphatase (XTP),b4394,2,18.2124307
PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",b0914,2,64.45997920000018
PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",b0914,2,64.45997920000018
PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",b0914,2,64.45997920000018
PSD141,Phosphatidylserine decarboxylase (n-C14:1),b4160,1,35.93397080000004
PG140abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",b0914,2,64.45997920000018
PG141abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",b0914,2,64.45997920000018
PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",b0914,2,64.45997920000018
PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",b0914,2,64.45997920000018
PGP141abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",b0914,2,64.45997920000018
PGP160abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",b0914,2,64.45997920000018
PGP180abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",b0914,2,64.45997920000018
PAPA181pp,"Phosphatidate phosphatase (periplasmic, n-C18:1)",b1278,1,29.020883700000027
PA140abcpp,"Phosphatidate transport via ABC system (n-C14:0, periplasm)",b0914,2,64.45997920000018
MDDCP4pp_num1,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b2430,1,47.75181680000006
MDDCP4pp_num2,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b0839,2,43.608376400000054
MDDCP4pp_num3,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b0632,2,44.44343770000003
MDDCP4pp_num4,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b3182,1,51.79771050000005
MDDCP4pp_num5,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b2010,1,43.345534500000035
MDDCP4pp_num6,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",b0376,1 ,41.84855800000002
CLPNS140pp_num1,"Cardiolipin synthase (periplasmic, n-C14:0)",b1249,1,54.82172320000008
CLPNS140pp_num2,"Cardiolipin synthase (periplasmic, n-C14:0)",b0789,1 ,47.63291480000005
CLPNS141pp_num1,"Cardiolipin synthase (periplasmic, n-C14:1)",b1249,1,54.82172320000008
CLPNS141pp_num2,"Cardiolipin synthase (periplasmic, n-C14:1)",b0789,1 ,47.63291480000005
PG120abcpp,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",b0914,2,64.45997920000018
PE140abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",b0914,2,64.45997920000018
CFAS160E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)",b1661,2,43.90851060000004
CFAS180E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)",b1661,2,43.90851060000004
CFAS180G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)",b1661,2,43.90851060000004
PAPA160,Phosphatidate phosphatase (n-C16:0),b1278,1,29.020883700000027
PAPA180,Phosphatidate phosphatase (n-C18:0),b1278,1,29.020883700000027
PAPA181,Phosphatidate phosphatase (n-C18:1),b1278,1,29.020883700000027
PETNT161pp,Phosphoethanolamine transferase (c-C16:1),b3546,1,63.8036360000002
PSSA160,Phosphatidylserine syntase (n-C16:0),b2585,1,52.801136299999946
PSSA181,Phosphatidylserine syntase (n-C18:1),b2585,1,52.801136299999946
DAGK140,Diacylglycerol kinase (n-C14:0),b4042,3,13.24452499999999
DAGK160,Diacylglycerol kinase (n-C16:0),b4042,3,13.24452499999999
DAGK141,Diacylglycerol kinase (n-C14:1),b4042,3,13.24452499999999
DAGK161,Diacylglycerol kinase (n-C16:1),b4042,3,13.24452499999999
AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),b3018,1,27.452833700000017
MDDEP3pp_num1,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b1655,1,29.916235599999993
MDDEP3pp_num2,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b2175,1,21.039626300000013
MDDEP3pp_num3,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b2328,2,30.136332400000015
MDDEP3pp_num4,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b3182,1,51.79771050000005
MDDEP3pp_num5,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b2134,1,33.88703390000008
MDDEP3pp_num6,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b0376,1,41.84855800000002
MDDEP3pp_num7,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",b1856,1 ,49.057153700000036
MDDEP4pp_num1,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b1655,1,29.916235599999993
MDDEP4pp_num2,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b0376,1,41.84855800000002
MDDEP4pp_num3,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b2328,2,30.136332400000015
MDDEP4pp_num4,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b3182,1,51.79771050000005
MDDEP4pp_num5,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b2134,1,33.88703390000008
MDDEP4pp_num6,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b2175,1,21.039626300000013
MDDEP4pp_num7,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",b1856,1 ,49.057153700000036
MLTGY1pp_num1,Murein lytic transglycosylase (murein4p4p) (periplasm),b0211,1,49.4169030000001
MLTGY1pp_num2,Murein lytic transglycosylase (murein4p4p) (periplasm),b1193,1,22.226285800000003
MLTGY1pp_num3,Murein lytic transglycosylase (murein4p4p) (periplasm),b2813,1,40.41012130000003
MLTGY1pp_num4,Murein lytic transglycosylase (murein4p4p) (periplasm),b2963,1,40.11201510000002
MLTGY1pp_num5,Murein lytic transglycosylase (murein4p4p) (periplasm),b4392,1,73.35229710000033
MLTGY1pp_num6,Murein lytic transglycosylase (murein4p4p) (periplasm),b2701,1,40.255253200000006
MLTGY1pp_num7,Murein lytic transglycosylase (murein4p4p) (periplasm),b2558,1,58.30140890000013
MLTGY1pp_num8,Murein lytic transglycosylase (murein4p4p) (periplasm),b1097,1 ,38.24693270000001
CGLYtex_num1,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
CGLYtex_num2,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
CGLYtex_num3,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
CGLYtex_num4,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
3HAD40_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),b0954,2,18.9688386
3HAD40_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),b0180,6 ,17.03275699999999
PLIPA1E141pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)",b3821,2,33.16271369999999
3OAS60_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),b1095,2,43.04528340000006
3OAS60_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),b2323,2 ,42.61287280000006
3OAS160_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),b2323,2,42.61287280000006
3OAS160_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),b1095,2 ,43.04528340000006
3OAR60,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),b1093,4,25.56001369999998
3OAR80,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),b1093,4,25.56001369999998
MLDCP3App_num1,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b1678,1,36.081901700000046
MLDCP3App_num2,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b1990,1,34.410663500000055
MLDCP3App_num3,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b0925,1,67.81168420000026
MLDCP3App_num4,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b1113,1,34.63550940000007
MLDCP3App_num5,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",b0819,1 ,33.32487970000003
MLDCP1Bpp_num1,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b1678,1,36.081901700000046
MLDCP1Bpp_num2,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b1990,1,34.410663500000055
MLDCP1Bpp_num3,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b0925,1,67.81168420000026
MLDCP1Bpp_num4,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b1113,1,34.63550940000007
MLDCP1Bpp_num5,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",b0819,1 ,33.32487970000003
2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPA140tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPA160tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPA180tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPA141tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
PLIPA1G160pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)",b3821,2,33.16271369999999
PLIPA1G141pp,"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)",b3821,2,33.16271369999999
LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",b3825,1,38.97778180000005
LPLIPAL2G140,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",b3825,1,38.97778180000005
LPLIPAL2G160,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",b3825,1,38.97778180000005
2AGPE140tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPA161tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPA181tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),b2835,1,41.65510760000001
LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",b3825,1,38.97778180000005
PA141abcpp,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",b0914,2,64.45997920000018
PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",b0914,2,64.45997920000018
PA180abcpp,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",b0914,2,64.45997920000018
PGPP161pp_num1,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",b0418,1,19.4178997
PGPP161pp_num2,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",b1278,1 ,29.020883700000027
PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",b0914,2,64.45997920000018
PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",b0914,2,64.45997920000018
PAPA140,Phosphatidate phosphatase (n-C14:0),b1278,1,29.020883700000027
PAPA141,Phosphatidate phosphatase (n-C14:1),b1278,1,29.020883700000027
PAPA161,Phosphatidate phosphatase (n-C16:1),b1278,1,29.020883700000027
GTHOXtex_num1,Glutathione (ox) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
GTHOXtex_num2,Glutathione (ox) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
GTHOXtex_num3,Glutathione (ox) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
GTHOXtex_num4,Glutathione (ox) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DSBAO1,DsbA protein reoxidation reaction (aerobic),b1185 and b3860,1 and 1 ,20.141967399999995 and 23.104262199999983
DSBAO2,DsbA protein reoxidation reaction (anaerobic),b1185 and b3860,1 and 1 ,20.141967399999995 and 23.104262199999983
DSBDR_num1,DsbD reductase,( b2582 and b4136 ),( 1 and 1 ),( 15.554604899999989 and 61.79434410000012 )
DSBDR_num2,DsbD reductase,( b3781 and b4136 ),( 1 and 1 ) ,11.806481899999984 and 61.79434410000012
TDSR1,Thiol:disulfide reductase (DsbC),b2893 and b4136,2 and 1 ,25.621389599999993 and 61.79434410000012
CGLYabcpp,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),b3540 and b3542 and b3544 and b3543 and b3541,1 and 1 and 1 and 1 and 1 ,37.56001790000002 and 32.308087700000016 and 60.29295670000003 and 37.49652929999999 and 35.84397310000002
PLIPA2A120pp,"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)",b3821,2,33.16271369999999
PLIPA2A160pp,"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)",b3821,2,33.16271369999999
LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",b3825,1,38.97778180000005
EAR100x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0),b1288,4,27.86363610000001
EAR120x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0),b1288,4,27.86363610000001
EAR160x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),b1288,4,27.86363610000001
EAR140y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0),b1288,4,27.86363610000001
3OAS121,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),b2323,2,42.61287280000006
3OAS80_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),b2323,2,42.61287280000006
3OAS80_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),b1095,2 ,43.04528340000006
3OAS100_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),b2323,2,42.61287280000006
3OAS100_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),b1095,2 ,43.04528340000006
3OAS120_num1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),b1095,2,43.04528340000006
3OAS120_num2,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),b2323,2 ,42.61287280000006
3OAR40,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),b1093,4,25.56001369999998
3OAR100,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),b1093,4,25.56001369999998
3HAD60_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),b0954,2,18.9688386
3HAD60_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),b0180,6 ,17.03275699999999
3HAD100_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),b0954,2,18.9688386
3HAD100_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),b0180,6 ,17.03275699999999
3HAD140_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),b0954,2,18.9688386
3HAD140_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),b0180,6 ,17.03275699999999
3HAD160_num1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),b0954,2,18.9688386
3HAD160_num2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),b0180,6 ,17.03275699999999
AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),b3018,1,27.452833700000017
AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),b3018,1,27.452833700000017
AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),b3018,1,27.452833700000017
DASYN120,CDP-diacylglycerol synthetase (n-C12:0),b0175,1,31.45338050000001
EAR40x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),b1288,4,27.86363610000001
EAR60y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0),b1288,4,27.86363610000001
MLDEP1pp,"Murein L,D-endopeptidase (murein3px3p) (periplasm)",b2328,2,30.136332400000015
MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",b2328,2,30.136332400000015
MLTGY2pp_num1,Murein lytic transglycosylase (murein4p3p) (periplasm),b0211,1,49.4169030000001
MLTGY2pp_num2,Murein lytic transglycosylase (murein4p3p) (periplasm),b1193,1,22.226285800000003
MLTGY2pp_num3,Murein lytic transglycosylase (murein4p3p) (periplasm),b2813,1,40.41012130000003
MLTGY2pp_num4,Murein lytic transglycosylase (murein4p3p) (periplasm),b2963,1,40.11201510000002
MLTGY2pp_num5,Murein lytic transglycosylase (murein4p3p) (periplasm),b4392,1,73.35229710000033
MLTGY2pp_num6,Murein lytic transglycosylase (murein4p3p) (periplasm),b2701,1,40.255253200000006
MLTGY2pp_num7,Murein lytic transglycosylase (murein4p3p) (periplasm),b2558,1,58.30140890000013
MLTGY2pp_num8,Murein lytic transglycosylase (murein4p3p) (periplasm),b1097,1 ,38.24693270000001
MLTGY4pp_num1,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b0211,1,49.4169030000001
MLTGY4pp_num2,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b2963,1,40.11201510000002
MLTGY4pp_num3,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b2701,1,40.255253200000006
MLTGY4pp_num4,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b4392,1,73.35229710000033
MLTGY4pp_num5,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b2813,1,40.41012130000003
MLTGY4pp_num6,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b1193,1,22.226285800000003
MLTGY4pp_num7,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b2558,1,58.30140890000013
MLTGY4pp_num8,Murein lytic transglycosylase (murein4px4p4p) (periplasm),b1097,1 ,38.24693270000001
EAR60x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),b1288,4,27.86363610000001
EAR80x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),b1288,4,27.86363610000001
PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",b0914,2,64.45997920000018
NTP11,Nucleoside-triphosphatase (dITP),b4394,2,18.2124307
