gene,GO,GO_fun,namespcae
b0061,GO:0008270,zinc ion binding,molecular_function
b0061,GO:0008742,L-ribulose-phosphate 4-epimerase activity,molecular_function
b0061,GO:0016832,aldehyde-lyase activity,molecular_function
b3583,GO:0008270,zinc ion binding,molecular_function
b3583,GO:0008742,L-ribulose-phosphate 4-epimerase activity,molecular_function
b3583,GO:0016832,aldehyde-lyase activity,molecular_function
b1814,GO:0003941,L-serine ammonia-lyase activity,molecular_function
b1814,GO:0005515,protein binding,molecular_function
b1814,GO:0046872,metal ion binding,molecular_function
b1814,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b2797,GO:0003941,L-serine ammonia-lyase activity,molecular_function
b2797,GO:0046872,metal ion binding,molecular_function
b2797,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b4471,GO:0003941,L-serine ammonia-lyase activity,molecular_function
b4471,GO:0046872,metal ion binding,molecular_function
b4471,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b3061,GO:0005515,protein binding,molecular_function
b3061,GO:0008730,L(+)-tartrate dehydratase activity,molecular_function
b3061,GO:0046872,metal ion binding,molecular_function
b3061,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b3062,GO:0008730,"L(+)-tartrate dehydratase activity,",molecular_function
b3063,GO:0015297,"antiporter activity,",molecular_function
b3616,GO:0008198,ferrous iron binding,molecular_function
b3616,GO:0008270,zinc ion binding,molecular_function
b3616,GO:0008743,L-threonine 3-dehydrogenase activity,molecular_function
b3616,GO:0016491,oxidoreductase activity,molecular_function
b3616,GO:0030145,manganese ion binding,molecular_function
b3616,GO:0046870,cadmium ion binding,molecular_function
b3119,GO:0003677,"DNA binding,",molecular_function
b3117,GO:0000166,nucleotide binding,molecular_function
b3117,GO:0003941,L-serine ammonia-lyase activity,molecular_function
b3117,GO:0004793,threonine aldolase activity,molecular_function
b3117,GO:0004794,L-threonine ammonia-lyase activity,molecular_function
b3117,GO:0016597,amino acid binding,molecular_function
b3117,GO:0030170,pyridoxal phosphate binding,molecular_function
b3589,GO:0004022,alcohol dehydrogenase (NAD) activity,molecular_function
b3589,GO:0008743,L-threonine 3-dehydrogenase activity,molecular_function
b3589,GO:0046872,metal ion binding,molecular_function
b0004,GO:0004795,threonine synthase activity,molecular_function
b0004,GO:0030170,pyridoxal phosphate binding,molecular_function
b3116,GO:0015194,L-serine transmembrane transporter activity,molecular_function
b3116,GO:0015195,L-threonine transmembrane transporter activity,molecular_function
b3116,GO:0015295,solute:proton symporter activity,molecular_function
b3116,GO:0015565,threonine efflux transmembrane transporter activity,molecular_function
b4197,GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",molecular_function
b4197,GO:0034015,L-ribulose-5-phosphate 3-epimerase activity,molecular_function
b3580,GO:0005524,ATP binding,molecular_function
b3580,GO:0008744,L-xylulokinase activity,molecular_function
b0054,GO:0005515,"protein binding,",molecular_function
b0641,GO:0001530,lipopolysaccharide binding,molecular_function
b0641,GO:0005515,protein binding,molecular_function
b3955,GO:0008484,sulfuric ester hydrolase activity,molecular_function
b3955,GO:0016776,"phosphotransferase activity, phosphate group as acceptor",molecular_function
b1280,GO:0005506,iron ion binding,molecular_function
b1280,GO:0046872,metal ion binding,molecular_function
b3615,GO:0015020,"glucuronosyltransferase activity,",molecular_function
b1320,GO:0003677,"DNA binding,",molecular_function
b0685,GO:0005515,"protein binding,",molecular_function
b0308,GO:0004459,"L-lactate dehydrogenase activity,",molecular_function
b0208,GO:0003677,DNA binding,molecular_function
b0208,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b0629,GO:0003677,DNA binding,molecular_function
b0629,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b0900,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b0900,GO:0043565,sequence-specific DNA binding,molecular_function
b1659,GO:0003677,DNA binding,molecular_function
b1659,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b2015,GO:0003677,DNA binding,molecular_function
b2015,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3105,GO:0003677,DNA binding,molecular_function
b3105,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3521,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3521,GO:0043565,sequence-specific DNA binding,molecular_function
b1595,GO:0003677,DNA binding,molecular_function
b1595,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3874,GO:0022857,"transmembrane transporter activity,",molecular_function
b0817,GO:0003677,DNA binding,molecular_function
b0817,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b0817,GO:0005515,protein binding,molecular_function
b0817,GO:0046914,transition metal ion binding,molecular_function
b2516,GO:0043565,"sequence-specific DNA binding,",molecular_function
b1736,GO:0005515,protein binding,molecular_function
b1736,GO:0090566,"protein-phosphocysteine-N,N'-diacetylchitobiose phosphotransferase system transporter activity",molecular_function
b1738,GO:0005515,protein binding,molecular_function
b1738,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,molecular_function
b1738,GO:0016301,kinase activity,molecular_function
b1738,GO:0090566,"protein-phosphocysteine-N,N'-diacetylchitobiose phosphotransferase system transporter activity",molecular_function
b1737,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,molecular_function
b1737,GO:0090563,protein-phosphocysteine-sugar phosphotransferase activity,molecular_function
b2024,GO:0003949,"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,",molecular_function
b0679,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,molecular_function
b0679,GO:0015572,N-acetylglucosamine transmembrane transporter activity,molecular_function
b0679,GO:0016301,kinase activity,molecular_function
b0679,GO:0042895,antibiotic transporter activity,molecular_function
b0679,GO:0046872,metal ion binding,molecular_function
b0679,GO:0090586,protein-phosphocysteine-N-acetylglucosamine phosphotransferase system transporter activity,molecular_function
b0679,GO:0090587,protein-phosphocysteine-glucosamine phosphotransferase system transporter activity,molecular_function
b1119,GO:0005524,ATP binding,molecular_function
b1119,GO:0008270,zinc ion binding,molecular_function
b1119,GO:0045127,N-acetylglucosamine kinase activity,molecular_function
b3958,GO:0003942,N-acetyl-gamma-glutamyl-phosphate reductase activity,molecular_function
b3958,GO:0051287,NAD binding,molecular_function
b3138,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,molecular_function
b3138,GO:0016301,kinase activity,molecular_function
b3133,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,molecular_function
b3133,GO:0016301,kinase activity,molecular_function
b0677,GO:0008270,zinc ion binding,molecular_function
b0677,GO:0008448,N-acetylglucosamine-6-phosphate deacetylase activity,molecular_function
b0676,GO:0003677,DNA binding,molecular_function
b0676,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b0090,GO:0050511,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity,molecular_function
b0090,GO:0051991,"UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity",molecular_function
b3222,GO:0005524,ATP binding,molecular_function
b3222,GO:0008270,zinc ion binding,molecular_function
b3222,GO:0009384,N-acylmannosamine kinase activity,molecular_function
b2428,GO:0005515,protein binding,molecular_function
b2428,GO:0016803,ether hydrolase activity,molecular_function
b2428,GO:0016835,carbon-oxygen lyase activity,molecular_function
b2428,GO:0030246,carbohydrate binding,molecular_function
b2429,GO:0008982,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,molecular_function
b2429,GO:0016301,kinase activity,molecular_function
b2429,GO:0090588,protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity,molecular_function
b2817,GO:0008745,"N-acetylmuramoyl-L-alanine amidase activity,",molecular_function
b2435,GO:0008270,zinc ion binding,molecular_function
b2435,GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,molecular_function
b4169,GO:0008745,"N-acetylmuramoyl-L-alanine amidase activity,",molecular_function
b3225,GO:0008747,N-acetylneuraminate lyase activity,molecular_function
b3225,GO:0042802,identical protein binding,molecular_function
b4310,GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives,",molecular_function
b4311,GO:0015136,sialic acid transmembrane transporter activity,molecular_function
b4311,GO:0015288,porin activity,molecular_function
b4311,GO:0015478,oligosaccharide transporting porin activity,molecular_function
b1275,GO:0003677,DNA binding,molecular_function
b1275,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b1275,GO:0042802,identical protein binding,molecular_function
b1463,GO:0004060,arylamine N-acetyltransferase activity,molecular_function
b1463,GO:0046990,N-hydroxyarylamine O-acetyltransferase activity,molecular_function
b1059,GO:0050131,N-methyl-L-amino-acid oxidase activity,molecular_function
b1059,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b2472,GO:0008237,metallopeptidase activity,molecular_function
b2472,GO:0008270,zinc ion binding,molecular_function
b2472,GO:0009014,succinyl-diaminopimelate desuccinylase activity,molecular_function
b2472,GO:0050897,cobalt ion binding,molecular_function
b0523,GO:0034023,"5-(carboxyamino)imidazole ribonucleotide mutase activity,",molecular_function
b0522,GO:0004638,phosphoribosylaminoimidazole carboxylase activity,molecular_function
b0522,GO:0004639,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,molecular_function
b0522,GO:0005524,ATP binding,molecular_function
b0522,GO:0034028,5-(carboxyamino)imidazole ribonucleotide synthase activity,molecular_function
b0522,GO:0046872,metal ion binding,molecular_function
b2330,GO:0003676,nucleic acid binding,molecular_function
b2330,GO:0008276,protein methyltransferase activity,molecular_function
b2330,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,molecular_function
b2330,GO:0009007,site-specific DNA-methyltransferase (adenine-specific) activity,molecular_function
b2330,GO:0036009,protein-glutamine N-methyltransferase activity,molecular_function
b2615,GO:0003951,NAD+ kinase activity,molecular_function
b2615,GO:0005524,ATP binding,molecular_function
b2615,GO:0046872,metal ion binding,molecular_function
b2615,GO:0051287,NAD binding,molecular_function
b1740,GO:0003952,NAD+ synthase (glutamine-hydrolyzing) activity,molecular_function
b1740,GO:0005524,ATP binding,molecular_function
b1740,GO:0008795,NAD+ synthase activity,molecular_function
b0937,GO:0005515,protein binding,molecular_function
b0937,GO:0008752,FMN reductase activity,molecular_function
b0937,GO:0052873,FMN reductase (NADPH) activity,molecular_function
b3844,GO:0008047,enzyme activator activity,molecular_function
b3844,GO:0042602,riboflavin reductase (NADPH) activity,molecular_function
b3844,GO:0047138,aquacobalamin reductase activity,molecular_function
b3844,GO:0052873,FMN reductase (NADPH) activity,molecular_function
b3844,GO:0052875,riboflavin reductase (NADH) activity,molecular_function
b3844,GO:0071949,FAD binding,molecular_function
b4211,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,molecular_function
b4211,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",molecular_function
b1004,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,molecular_function
b1004,GO:0010181,FMN binding,molecular_function
b1004,GO:0042802,identical protein binding,molecular_function
b1004,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b1004,GO:0050661,NADP binding,molecular_function
b1004,GO:0051287,NAD binding,molecular_function
b3290,GO:0004497,monooxygenase activity,molecular_function
b3290,GO:0008324,cation transmembrane transporter activity,molecular_function
b3290,GO:0015079,potassium ion transmembrane transporter activity,molecular_function
b3996,GO:0000210,NAD+ diphosphatase activity,molecular_function
b3996,GO:0000287,magnesium ion binding,molecular_function
b3996,GO:0008270,zinc ion binding,molecular_function
b3996,GO:0030145,manganese ion binding,molecular_function
b3996,GO:0035529,NADH pyrophosphatase activity,molecular_function
b1412,GO:0008752,FMN reductase activity,molecular_function
b1412,GO:0009055,electron carrier activity,molecular_function
b1412,GO:0010181,FMN binding,molecular_function
b1412,GO:0016652,"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor",molecular_function
b1412,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",molecular_function
b1412,GO:0050446,azobenzene reductase activity,molecular_function
b2711,GO:0015044,rubredoxin-NAD+ reductase activity,molecular_function
b2711,GO:0016731,"oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor",molecular_function
b2711,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b2287,GO:0003954,NADH dehydrogenase activity,molecular_function
b2287,GO:0005506,iron ion binding,molecular_function
b2287,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2287,GO:0048038,quinone binding,molecular_function
b2287,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b2285,GO:0003954,NADH dehydrogenase activity,molecular_function
b2285,GO:0005515,protein binding,molecular_function
b2285,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2285,GO:0010181,FMN binding,molecular_function
b2285,GO:0046872,metal ion binding,molecular_function
b2285,GO:0048038,quinone binding,molecular_function
b2285,GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function
b2284,GO:0003954,NADH dehydrogenase activity,molecular_function
b2284,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2284,GO:0010181,FMN binding,molecular_function
b2284,GO:0046872,metal ion binding,molecular_function
b2284,GO:0048038,quinone binding,molecular_function
b2284,GO:0051287,NAD binding,molecular_function
b2284,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b2283,GO:0003954,NADH dehydrogenase activity,molecular_function
b2283,GO:0005515,protein binding,molecular_function
b2283,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2283,GO:0009055,electron carrier activity,molecular_function
b2283,GO:0010181,FMN binding,molecular_function
b2283,GO:0030151,molybdenum ion binding,molecular_function
b2283,GO:0048038,quinone binding,molecular_function
b2283,GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function
b2283,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b2281,GO:0003954,NADH dehydrogenase activity,molecular_function
b2281,GO:0005506,iron ion binding,molecular_function
b2281,GO:0048038,quinone binding,molecular_function
b2281,GO:0050136,NADH dehydrogenase (quinone) activity,molecular_function
b2281,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b2286,GO:0003954,NADH dehydrogenase activity,molecular_function
b2286,GO:0005515,protein binding,molecular_function
b2286,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2286,GO:0048038,quinone binding,molecular_function
b2286,GO:0051287,NAD binding,molecular_function
b2288,GO:0003954,NADH dehydrogenase activity,molecular_function
b2288,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2288,GO:0048038,quinone binding,molecular_function
b2282,GO:0003954,NADH dehydrogenase activity,molecular_function
b2282,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",molecular_function
b2282,GO:0048038,quinone binding,molecular_function
b2280,GO:0003954,NADH dehydrogenase activity,molecular_function
b2280,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2280,GO:0048038,quinone binding,molecular_function
b2279,GO:0003954,NADH dehydrogenase activity,molecular_function
b2279,GO:0005515,protein binding,molecular_function
b2279,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2279,GO:0048038,quinone binding,molecular_function
b2278,GO:0003954,NADH dehydrogenase activity,molecular_function
b2278,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2278,GO:0048038,quinone binding,molecular_function
b2277,GO:0003954,NADH dehydrogenase activity,molecular_function
b2277,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2277,GO:0048039,ubiquinone binding,molecular_function
b2276,GO:0003954,NADH dehydrogenase activity,molecular_function
b2276,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
b2276,GO:0048038,quinone binding,molecular_function
b1539,GO:0031132,serine 3-dehydrogenase activity,molecular_function
b1539,GO:0035527,3-hydroxypropionate dehydrogenase (NADP+) activity,molecular_function
b3028,GO:0008753,NADPH dehydrogenase (quinone) activity,molecular_function
b3028,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b0710,GO:0042802,identical protein binding,molecular_function
b0710,GO:0046872,metal ion binding,molecular_function
b0413,GO:0003690,double-stranded DNA binding,molecular_function
b0413,GO:0005524,ATP binding,molecular_function
b0413,GO:0008270,zinc ion binding,molecular_function
b2674,GO:0005515,protein binding,molecular_function
b2674,GO:0010181,FMN binding,molecular_function
b1335,GO:0003684,damaged DNA binding,molecular_function
b1335,GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity,molecular_function
b1045,GO:0001883,purine nucleoside binding,molecular_function
b1045,GO:0008428,ribonuclease inhibitor activity,molecular_function
b1045,GO:0019899,enzyme binding,molecular_function
b1045,GO:0061463,O-acetyl-ADP-ribose deacetylase activity,molecular_function
b3561,GO:0016413,"O-acetyltransferase activity,",molecular_function
b0982,GO:0004725,"protein tyrosine phosphatase activity,",molecular_function
b3622,GO:0008754,O antigen ligase activity,molecular_function
b3622,GO:0016874,ligase activity,molecular_function
b2260,GO:0005524,ATP binding,molecular_function
b2260,GO:0008756,o-succinylbenzoate-CoA ligase activity,molecular_function
b2261,GO:0000287,magnesium ion binding,molecular_function
b2261,GO:0016836,hydro-lyase activity,molecular_function
b3193,GO:0005543,phospholipid binding,molecular_function
b3193,GO:0005548,phospholipid transporter activity,molecular_function
b3147,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",molecular_function
b3147,GO:0005515,protein binding,molecular_function
b3147,GO:0030234,enzyme regulator activity,molecular_function
b1105,GO:0005515,protein binding,molecular_function
b1105,GO:0008047,enzyme activator activity,molecular_function
b1105,GO:0019899,enzyme binding,molecular_function
b1105,GO:0030234,enzyme regulator activity,molecular_function
b2494,GO:0004222,metalloendopeptidase activity,molecular_function
b2494,GO:0008237,metallopeptidase activity,molecular_function
b2494,GO:0008270,zinc ion binding,molecular_function
b1049,GO:0016757,"transferase activity, transferring glycosyl groups",molecular_function
b1049,GO:0016758,"transferase activity, transferring hexosyl groups",molecular_function
b1048,GO:0003824,catalytic activity,molecular_function
b1048,GO:0030246,carbohydrate binding,molecular_function
b1424,GO:0003824,catalytic activity,molecular_function
b1424,GO:0030246,carbohydrate binding,molecular_function
b0815,GO:0008484,sulfuric ester hydrolase activity,molecular_function
b0815,GO:0016740,transferase activity,molecular_function
b0815,GO:0016776,"phosphotransferase activity, phosphate group as acceptor",molecular_function
b1047,GO:0016741,"transferase activity, transferring one-carbon groups",molecular_function
b1047,GO:0016748,succinyltransferase activity,molecular_function
b4359,GO:0008484,sulfuric ester hydrolase activity,molecular_function
b4359,GO:0008960,phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity,molecular_function
b0602,GO:0003824,"catalytic activity,",molecular_function
b1703,GO:0004674,protein serine/threonine kinase activity,molecular_function
b1703,GO:0005515,protein binding,molecular_function
b1703,GO:0005524,ATP binding,molecular_function
b1703,GO:0016776,"phosphotransferase activity, phosphate group as acceptor",molecular_function
b1703,GO:0030234,enzyme regulator activity,molecular_function
b1703,GO:0043531,ADP binding,molecular_function
b2829,GO:0008965,phosphoenolpyruvate-protein phosphotransferase activity,molecular_function
b2829,GO:0016301,kinase activity,molecular_function
b2829,GO:0046872,metal ion binding,molecular_function
b2416,GO:0000287,magnesium ion binding,molecular_function
b2416,GO:0005515,protein binding,molecular_function
b2416,GO:0008965,phosphoenolpyruvate-protein phosphotransferase activity,molecular_function
b2416,GO:0016301,kinase activity,molecular_function
b2416,GO:0046872,metal ion binding,molecular_function
b1266,GO:0000166,nucleotide binding,molecular_function
b1266,GO:0003677,DNA binding,molecular_function
b1266,GO:0003887,DNA-directed DNA polymerase activity,molecular_function
b1266,GO:0004534,5'-3' exoribonuclease activity,molecular_function
b1266,GO:0008252,nucleotidase activity,molecular_function
b1266,GO:0030145,manganese ion binding,molecular_function
b1266,GO:0035312,5'-3' exodeoxyribonuclease activity,molecular_function
b1622,GO:0004121,cystathionine beta-lyase activity,molecular_function
b1622,GO:0005515,protein binding,molecular_function
b1622,GO:0030170,pyridoxal phosphate binding,molecular_function
b1622,GO:0080146,L-cysteine desulfhydrase activity,molecular_function
b3071,GO:0003677,DNA binding,molecular_function
b3071,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3459,GO:0008080,"N-acetyltransferase activity,",molecular_function
b0286,GO:0005515,protein binding,molecular_function
b0286,GO:0009055,electron carrier activity,molecular_function
b0286,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",molecular_function
b0286,GO:0046872,metal ion binding,molecular_function
b0286,GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function
b0285,GO:0004854,xanthine dehydrogenase activity,molecular_function
b0285,GO:0005515,protein binding,molecular_function
b0285,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function
b0285,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",molecular_function
b0285,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b0284,GO:0004854,xanthine dehydrogenase activity,molecular_function
b0284,GO:0005515,protein binding,molecular_function
b0284,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",molecular_function
b0284,GO:0030151,molybdenum ion binding,molecular_function
b0284,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b1235,GO:0005515,protein binding,molecular_function
b1235,GO:0016989,sigma factor antagonist activity,molecular_function
b2936,GO:0004222,metalloendopeptidase activity,molecular_function
b2936,GO:0008237,metallopeptidase activity,molecular_function
b2936,GO:0046872,metal ion binding,molecular_function
b1464,GO:0016853,"isomerase activity,",molecular_function
b3935,GO:0003677,DNA binding,molecular_function
b3935,GO:0004386,helicase activity,molecular_function
b3935,GO:0005515,protein binding,molecular_function
b3935,GO:0005524,ATP binding,molecular_function
b3935,GO:0008270,zinc ion binding,molecular_function
b3935,GO:0043140,ATP-dependent 3'-5' DNA helicase activity,molecular_function
b4182,GO:0042802,"identical protein binding,",molecular_function
b3507,GO:0003677,"DNA binding,",molecular_function
b1569,GO:0003677,"DNA binding,",molecular_function
b1557,GO:0003697,single-stranded DNA binding,molecular_function
b1557,GO:0003723,RNA binding,molecular_function
b1558,GO:0003677,"DNA binding,",molecular_function
b1552,GO:0003677,"DNA binding,",molecular_function
b1559,GO:0003677,"DNA binding,",molecular_function
b1554,GO:0003796,"lysozyme activity,",molecular_function
b1570,GO:0003677,DNA binding,molecular_function
b1570,GO:0043565,sequence-specific DNA binding,molecular_function
b1547,GO:0005198,"structural molecule activity,",molecular_function
b1545,GO:0000150,recombinase activity,molecular_function
b1545,GO:0003677,DNA binding,molecular_function
b1563,GO:0004521,endoribonuclease activity,molecular_function
b1563,GO:0005515,protein binding,molecular_function
b1563,GO:0019843,rRNA binding,molecular_function
b1563,GO:0043022,ribosome binding,molecular_function
b1566,GO:0005515,"protein binding,",molecular_function
b0228,GO:0004803,transposase activity,molecular_function
b0228,GO:0043565,sequence-specific DNA binding,molecular_function
b0228,GO:0043566,structure-specific DNA binding,molecular_function
b1212,GO:0003676,nucleic acid binding,molecular_function
b1212,GO:0008276,protein methyltransferase activity,molecular_function
b1212,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,molecular_function
b1212,GO:0036009,protein-glutamine N-methyltransferase activity,molecular_function
b4331,GO:0016772,"transferase activity, transferring phosphorus-containing groups",molecular_function
b4331,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function
b4475,GO:0003723,RNA binding,molecular_function
b4475,GO:0003963,RNA-3'-phosphate cyclase activity,molecular_function
b4475,GO:0005524,ATP binding,molecular_function
b3180,GO:0003723,"RNA binding,",molecular_function
b3556,GO:0001072,"transcription antitermination factor activity, RNA binding",molecular_function
b3556,GO:0003677,DNA binding,molecular_function
b3556,GO:0003697,single-stranded DNA binding,molecular_function
b3556,GO:0003723,RNA binding,molecular_function
b3556,GO:0003727,single-stranded RNA binding,molecular_function
b1831,GO:0005515,protein binding,molecular_function
b1831,GO:0033592,RNA strand annealing activity,molecular_function
b1831,GO:0034057,RNA strand-exchange activity,molecular_function
b0059,GO:0003676,nucleic acid binding,molecular_function
b0059,GO:0003677,DNA binding,molecular_function
b0059,GO:0004386,helicase activity,molecular_function
b0059,GO:0005524,ATP binding,molecular_function
b0059,GO:0016887,ATPase activity,molecular_function
b0059,GO:0070063,RNA polymerase binding,molecular_function
b2573,GO:0003677,DNA binding,molecular_function
b2573,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b2573,GO:0005515,protein binding,molecular_function
b2573,GO:0016987,sigma factor activity,molecular_function
b4293,GO:0003677,DNA binding,molecular_function
b4293,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b4293,GO:0016987,sigma factor activity,molecular_function
b3295,GO:0003677,DNA binding,molecular_function
b3295,GO:0003899,DNA-directed RNA polymerase activity,molecular_function
b3295,GO:0005515,protein binding,molecular_function
b3295,GO:0008270,zinc ion binding,molecular_function
b3988,GO:0003677,DNA binding,molecular_function
b3988,GO:0003899,DNA-directed RNA polymerase activity,molecular_function
b3988,GO:0005515,protein binding,molecular_function
b3987,GO:0003677,DNA binding,molecular_function
b3987,GO:0003899,DNA-directed RNA polymerase activity,molecular_function
b3987,GO:0005515,protein binding,molecular_function
b3987,GO:0032549,ribonucleoside binding,molecular_function
b3649,GO:0003677,DNA binding,molecular_function
b3649,GO:0003899,DNA-directed RNA polymerase activity,molecular_function
b3649,GO:0005515,protein binding,molecular_function
b1922,GO:0003677,DNA binding,molecular_function
b1922,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b1922,GO:0003899,DNA-directed RNA polymerase activity,molecular_function
b1922,GO:0005515,protein binding,molecular_function
b1922,GO:0016987,sigma factor activity,molecular_function
b3461,GO:0000990,"transcription factor activity, core RNA polymerase binding",molecular_function
b3461,GO:0003677,DNA binding,molecular_function
b3461,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3461,GO:0005515,protein binding,molecular_function
b3461,GO:0008270,zinc ion binding,molecular_function
b3461,GO:0016987,sigma factor activity,molecular_function
b3202,GO:0003677,DNA binding,molecular_function
b3202,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3202,GO:0003899,DNA-directed RNA polymerase activity,molecular_function
b3202,GO:0016987,sigma factor activity,molecular_function
b3067,GO:0003677,DNA binding,molecular_function
b3067,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3067,GO:0005515,protein binding,molecular_function
b3067,GO:0016987,sigma factor activity,molecular_function
b2741,GO:0001000,bacterial-type RNA polymerase core enzyme binding,molecular_function
b2741,GO:0003677,DNA binding,molecular_function
b2741,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b2741,GO:0016987,sigma factor activity,molecular_function
b2830,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",molecular_function
b2830,GO:0034353,RNA pyrophosphohydrolase activity,molecular_function
b2830,GO:0046872,metal ion binding,molecular_function
b3421,GO:0003909,DNA ligase activity,molecular_function
b3421,GO:0008452,RNA ligase activity,molecular_function
b3421,GO:0030145,manganese ion binding,molecular_function
b2268,GO:0004518,nuclease activity,molecular_function
b2268,GO:0004532,exoribonuclease activity,molecular_function
b2268,GO:0008270,zinc ion binding,molecular_function
b2268,GO:0042781,3'-tRNA processing endoribonuclease activity,molecular_function
b2567,GO:0003725,double-stranded RNA binding,molecular_function
b2567,GO:0004525,ribonuclease III activity,molecular_function
